pid	qid1	qid2	question1	question2	is_duplicate
8502	4061	4721	Acabo de hacer una pregunta y no me estás ayudando. Por favor, ayúdame. No puedo iniciar sesión en su sitio web para hacer una compra	No pude hacer el pago con mi tarjeta de débito VISA, podría ayudarme, por favor.	0
8504	8110	5462	Soy una víctima de una estafa	Soy tan estúpido.	0
8506	2119	9357	extender el tiempo de entrega	extender el tiempo de protección	1
600	964	1115	¿Cómo puedo cambiar mi contraseña si ya no tengo acceso a ese correo electrónico?	Quiero cambiar mi dirección de correo electrónico porque la anterior fue pirateada, ¿cómo puedo hacer?	0
8509	2066	1511	tengo una pregunta	Tengo algunas preguntas	1
8511	9359	3278	Hola, he recibido mi producto por error, pero todavía no lo he recibido	¿Puedo enviarte un correo electrónico?	0
8513	5794	9361	habla con alguien	Necesito hablar con alguien que no acepte mi contraseña	1
8515	6715	9363	descripción del paquete no debe ser mencionado	¿Donde esta mi paquete?	0
8517	9366	9367	Reviso mi banco y mi dinero aún no es un reembolso	¿Dónde debería consultar mi reembolso?	0
8519	8435	9369	va a entregar a Estados Unidos	si uso talla usa grande es lo mismo que china	0
8521	4061	9045	Acabo de hacer una pregunta y no me estás ayudando. Por favor, ayúdame. No puedo iniciar sesión en su sitio web para hacer una compra	Tengo una pregunta, ¿puedes ayudarme?	0
8523	631	4765	mi último comandante, compro esto	¿Puedo cambiar mi apellido en esta cuenta?	0
8525	9371	4053	Parece que una vieja apelación ha resurgido en mi cuenta. Toda la documentación ha sido enviada y la apelación fue satisfecha semanas atrás. ¿Puedes ayudarme a resolver este problema?	No puedo acceder a mi cuenta. ¿Me puedes ayudar?	0
8527	8257	6028	Sigo recibiendo mis pedidos cancelados por razones de seguridad.	¿Por qué sigo recibiendo un error al intentar pagar mis cosas?	0
8529	8143	682	Veo que no me ayudas. No puedo esperar más.	no hablo ingles bien	0
8531	5585	3878	Cómo cambiar mis datos de contacto	¿Cómo reviso los detalles de mi disputa?	0
8533	419	9373	Hola Al contactar ahora había un icono de chat ahora en el lado izquierdo de la página ahora ya no está	Me tengo que ir, por ahora.	0
8535	5321	5326	¿Cómo editar el perfil?	¿Cómo puedo eliminar mi perfil?	0
8537	595	9375	no recibo mi pedido	Acabo de recibir mi pedido y no estoy satisfecho con él.	0
8539	2123	8402	Algo ha ido mal con el envío de mi paquete	el paquete se envía a una dirección incorrecta	1
8541	7750	9377	¿Me puede enviar un número de teléfono para recibir atención al cliente para los Estados Unidos?	¿Me puede enviar una carta de invitación?	0
8543	2426	708	Imposible crear una cuenta	por qué no puedo crear una cuenta para mí	1
8545	631	5698	mi último comandante, compro esto	Me gustaría eliminar mis comentarios para mi último pedido	0
8547	4278	9379	Quién eres	Cómo estás	0
8549	4417	7179	ha estado en estado esperando un reembolso desde el 7 de mayo	Estoy esperando el reembolso de un producto	1
8551	5685	6682	hubo un problema cuando pagué con la tarjeta de crédito	Tengo problemas para pagar en línea con mi tarjeta de crédito	1
8553	7861	9381	¿Hay alguien ahí? ¿Estoy hablando con una computadora?	Quiero saber si alguien puede hablar en	0
8555	9383	2606	No hablo inglés	no hablo ingles	1
8557	733	9385	¿Puedo cambiar la cantidad de variantes de un producto para poder importarlo a shopify?	¿Puedo pagar con una tarjeta Visa si no hay suficiente?	0
8559	6736	8831	¿Qué significa la falla de verificación de seguridad?	¿Qué significa colección?	0
8561	9388	9389	¿Cómo puedo agregar mi producto a la venta?	¿Cómo puedo personalizar mi producto?	0
8563	7087	6463	El vendedor dice que hemos devuelto el dinero. No obtuve el dinero.	el producto ha sido devuelto al vendedor. Cuándo puedo obtener mi dinero	0
8565	1296	9391	podrías rastrear el estado de la orden	Traté de seguir mi orden, pero no pude. ¿Que pasó?	0
8567	6646	9393	Está bien, pero no solicitamos nuestros productos en el período mencionado	Los impuestos que pagamos son demasiado altos para importar productos de su sitio	0
8569	1892	3804	hago el pago pero aún no hay envío	Ya hice el pago pero todavía no recibí la confirmación por correo electrónico	0
8571	9068	6020	¿Dónde puedo encontrar comentarios sobre mí?	¿Dónde puedo encontrar la factura comercial?	0
8573	9395	4988	cobró mi tarjeta de crédito hace un mes, entonces, ¿dónde está mi pedido?	La tarjeta que utilicé fue cargada de nuevo después de que pagué mi pedido.	0
8575	2404	9397	Quiero un reembolso	quiero el reembolso de este producto!	1
8577	9399	172	cómo subir fotos	No puedo subir documentos	0
8579	9068	4777	¿Dónde puedo encontrar comentarios sobre mí?	¿Dónde puedo encontrar mis casos de disputas?	0
8581	4451	9401	Agregar a la lista de deseos No funciona	añadir a la lista de deseos	0
8583	7158	9403	¿Cómo puedo confirmar la entrega una vez que he recibido mi pedido?	Quiero confirmar que he recibido mi pedido	1
8585	5640	3604	Cómo cambiar la dirección de envío	¿Cómo agrego otra dirección de envío?	0
8587	9405	1433	Creo que el vendedor no está emitiendo mi dinero	Creo que es tu culpa	0
8589	9407	2349	Necesito ayuda con mi pedido	Necesito cambiar el monto del reembolso en mi pedido	0
8591	7772	3943	¿Que es esto?	Que es el amor"?"	0
8593	5627	4819	Tengo un problema desde hace un día	Que tengas un buen día.	0
8595	9311	4611	y tengo un problema con mi orden	Tengo un problema con la orden	1
8597	4101	9409	Cuando intento hacer un seguimiento de mi pedido, veo un mensaje que dice "La información de seguimiento no está disponible temporalmente".	¿Por qué mi cuenta no está disponible temporalmente?	0
8599	1462	7900	¿Cómo cambio la contraseña?	¿Cómo cambio la evaluación?	0
8601	9412	6367	Pedí un teléfono. esta roto	Quiero reemplazar el artículo roto.	1
8603	4579	3262	así que puedes intentar colocar el número para ver qué color obtienes	¿Tiene un número de teléfono para poder hacer mi pedido?	0
8605	5310	9414	espera ... déjame mostrarte una instantánea ...	Muestrame tu cara	0
8607	4194	4376	no estoy satisfecho con el resultado de la disputa escalada	¿Puedo devolver un producto si no estoy satisfecho?	0
8609	8579	9416	¿Cómo hacer el pedido sin pagarlo?	¿Cómo obtener bienes sin pagar impuestos?	0
8611	4709	6373	¿Puedes hablarle a un ser humano?	¿Puede alguno de ustedes hablar en árabe?	0
8613	9418	5620	cómo encontrar un producto	¿Cómo encontrar el producto que quiero?	1
8615	1038	9420	Mi cuenta está rota	mi cuenta desapareció	1
8617	2755	8222	cómo bloquear la notificación	No quiero ninguna notificación por correo electrónico para informar	0
8619	223	8932	no recibí mi reembolso	Mi cupón no funcionó	0
8621	4328	5403	ahora no ha recibido el pago devuelto	No he recibido el pago dentro de los 10 días	1
8623	2853	9422	mostró que no se pudo registrar la página	Mi pago ha fallado	0
8625	9425	9426	Quiero saber el ancho de este calzado como sigue	Quiero saber el cupón	0
8627	9428	1717	cómo cambiar los detalles	¿Cómo puedo encontrar los detalles de mi pedido?	0
8629	3054	9430	Haga una compra y solicite mis documentos para la apelación	¿Cómo puedo hacer una compra desde el estado de Washington?	0
8631	8401	9432	Dirección de correo errónea	El proveedor ha enviado mi pedido a una dirección incorrecta	0
8633	9435	9436	también no puedo abrir otras páginas con tales bienes	¿Puedo pagar también con PayPal?	0
8635	6935	8107	cómo confirmar una orden	¿Cómo confirmo que mi pedido ha sido recibido?	1
8637	2228	8187	puedes ayudar m	¿Me puede ayudar a encontrar el producto en el sitio?	0
8639	5640	9438	Cómo cambiar la dirección de envío	Por favor dígame cómo cambiar la dirección de entrega	0
8641	1192	1397	puedo vender?	¿Puedo vender cosas?	1
8643	1834	6650	Hice un pedido y lo cancelé, pero me dedujeron	Acabo de hacer un pedido	0
8645	5069	9440	¿puedes enviar con 1 días de envío?	¿puedes enviar el producto a mi país?	0
8647	3854	7205	¿Cómo borro los comentarios?	¿Cómo borro el cupón?	0
8649	489	2887	si el producto de mi pedido se coloca en Europa, y quiero llegar a finlandia. ¿Debo pagar impuestos?	cuánto debo pagar por impuestos de aduana e impuestos	1
8651	7673	6489	me pondré en contacto con mi banco no sé qué es código de seguridad 3D	¿Qué es código de seguridad 3D?	1
8653	6558	632	Recibí mis productos y el envío fue muy rápido, pero después de ver mi cuenta bancaria pagué mi pedido dos veces, este es mi	¿Por qué no puedo comprar productos con mi cuenta?	0
8655	3027	9442	he olvidado mi contraseña	Olvidé mi cuenta pero tengo pedidos	0
8657	4511	2419	cómo obtener una factura	¿Cómo obtengo la factura?	1
8659	2812	9444	y no sé inglés y el traductor no va	no hablo inglés	1
8661	9020	1489	Quiero una persona real y amp; NO es un robot.	y hablo con una persona real	1
8663	4534	4460	Dirección de correo electrónico de ventas	La dirección de correo electrónico ya existe	0
8665	3591	412	Hola, necesito ayuda. Intento agregar una nueva tarjeta de crédito para el pago, pero después de insertar los datos de la tarjeta de crédito y confirmar, recibo este mensaje: "Oops, no hemos podido guardar su tarjeta debido a un motivo del sistema. Inténtelo de nuevo más tarde".	Guardé mi tarjeta de crédito pero necesito reemplazarla por una nueva	0
8667	9446	2045	cómo eliminar la información de la tarjeta de crédito?	¿Cómo recibo un reembolso con tarjeta de crédito?	0
8669	3011	6483	Por favor, ¿puedo hablar con alguien que no sea un robot? Tengo un problema. Sé que dos días	Sé que eres un robot.	0
8671	9218	9448	cómo responder en la disputa escalada	¿Cómo cancelo una disputa escalada?	0
8673	7036	4331	Parece que no puedo editar el nombre asociado a mi cuenta. No estoy seguro de cómo se convirtió en un nombre diferente al mío, pero no puedo encontrar cómo cambiarlo	¿Cómo puedo cambiar mi nombre de contacto?	0
8675	9450	8270	Pedí algunas bolsas de té en noviembre, que no han llegado.	Quiero reembolso porque el paquete no ha llegado	0
8677	9407	5371	Necesito ayuda con mi pedido	Necesito ayuda con mi orden	1
8679	1031	9452	Quiero una disputa amorosa abierta, pero no puedo	Quiero abrir una disputa después de la venta	0
8681	9455	9456	y no he recibido ningún correo en las últimas 24 horas	¿Puedo tener su dirección de correo?	0
8683	3054	9458	Haga una compra y solicite mis documentos para la apelación	¿Hay algún número al que pueda llamar para realizar mi compra?	0
8685	1478	4687	Yo presioné. Haga clic en el botón Confirmar recibo de pedido. Antes de que se envíe la orden.	Presioné confirmar el pedido en falso.	1
8687	3785	8819	añade un amigo	cómo agregar amigos por TM	0
8689	8445	6168	necesito chat en línea	¿Cómo configuro como "estado" en línea?	0
8691	369	6329	envío rápido de mensajería	Usted responde muy rápido.	0
8693	9461	9462	¿Hay alguna forma de saber cuándo se entregará realmente mi pedido?	Quiero que mi pedido sea entregado en China. ¿Es posible?	0
8695	9010	9464	¿Pueden ustedes ayudarme?	Me di cuenta de que no puedes ayudarme	0
8697	2482	5460	PEDIR MENSAJE Y VENDEDOR MENSAJE?	¿Por qué el vendedor no envía artículos o responde un mensaje?	0
8699	9169	4131	Tengo preguntas sobre los detalles de un producto	Hice preguntas sobre el producto, pero no recibí respuesta	0
8701	6706	9466	necesita su ayuda urgente	necesita ayuda con	1
8703	9468	5559	Devolví el pedido, ¿ya lo has recibido?	El vendedor canceló mi pedido. Aún no he recibido mi pago.	0
8705	4655	7745	cambiando el tamaño del artículo	¿Puedo cambiar el tamaño de mi artículo ordenado?	1
8707	1869	2253	cómo cancelar una cuenta?	cómo cancelar una disputa abierta?	0
8709	8252	9470	Necesito ayuda con una orden que intento ubicar. Cada vez que hago clic para comprar, simplemente vuelve al carrito de compras sin comprarlo.	Estoy tratando de hacer un pedido y sin suerte	1
8711	9383	8254	No hablo inglés	Habla usted Inglés	1
8713	6882	9472	Hola. Estuve en contacto con un representante de servicio al cliente el 10 de mayo y todavía no he recibido respuesta.	Cargué mi identificación y no he recibido respuesta	0
8715	1402	9474	Escalar el juicio de AE	No puedo escalar una disputa	0
8717	231	9476	quiero ser vendedor	quiero llamar al vendedor	0
8719	6067	8612	No puedo ver la opción de unión occidental en la página de pago de Mac	No tengo opción de pagar por Western Union	1
8721	2151	9478	recibí un error en mi pedido obteniendo la confirmación de que mi pago fue exitoso	Necesito pagar mi pedido, sigo recibiendo un mensaje de error	1
8723	9481	9482	OK ok ok	vale, muchas gracias	0
8725	6244	4396	¿Qué puedo hacer para pagar al vendedor por los bienes recibidos?	No he recibido mis productos, ¿qué puedo hacer?	0
8727	3198	9484	no puedo rastrear mis pedidos	No puedo rastrear mi orden	1
8729	5680	9486	Cómo restablecer su contraseña	¿Cómo elegir el estado de su pedido?	0
8731	9489	9490	esto es chat en linea?	chatear con un pueblo	1
8733	1134	7312	cómo agregar evidencia a disputa?	¿Cómo agregar videos como evidencia?	1
8735	3220	4123	Puede enviar mi correo	¿puedes enviar paquetes a mi país?	0
8737	745	4617	Hola, el vencimiento de mi tarjeta de crédito ha expirado y no puedo encontrar ningún lugar donde se puedan sobrescribir los nuevos datos de la tarjeta. ¿Usted me podría ayudar?	¿Puedo pagar en cuotas en mi tarjeta de crédito?	0
8739	5994	9492	Apagaré la computadora y volveré a intentarlo mañana. Creo que es tu problema El otro internet no es un problema en absoluto ...	Confirmar si tiene otro problema	0
8741	2915	9494	cómo eliminar mensajes	¿Cómo borro los mensajes no deseados?	1
8743	8339	995	Ya abrí una disputa, pero la rechazan	Necesito una disputa abierta, pero no tengo la opción	0
8745	5313	632	Por uno de mis productos pedidos no puedo ver los detalles de rastreo	¿Por qué no puedo comprar productos con mi cuenta?	0
8747	2986	5488	Quiero pagar con skrill	¿Puedo pagar un artículo usando skrill?	1
8749	2417	720	Produje el video de la segunda linterna defectuosa	Los productos son defectuosos	1
8751	2448	9496	¿Puedes enviar bienes a Irán?	¿Me puedes enviar una foto tuya?	0
8753	8655	9498	Hola, he estado tratando de pagar mis cosas por semanas pero no aceptará mi tarjeta	¿Cómo hago un seguimiento de mis cosas?	0
8755	7889	9500	Hola, mi cuenta está desactivada y no puedo hacer una disputa y mis productos no me llegan	Mi cuenta esta deshabilitada Tengo que activar	1
8757	1065	5454	No sé inglés	Yo no hablo ingles	1
8759	145	9502	querida, tengo que pagar una gran cantidad, pero no tengo los comentarios adecuados	¿Tengo que mostrar mi nombre en comentarios?	0
8761	537	9504	es esto un ser humano?	¿Puedo hablar con humanos?	1
8763	1396	9506	reclamo posterior a la venta	¿Qué es el correo aéreo del Correo de China?	0
8765	2989	6154	Verifique el reembolso en mi tarjeta.	puedes verificar mi orden	0
8767	587	9508	VEN A MI CAMA	Pagué mi pedido pero no vine	0
8769	1755	4944	¿Cómo extender la protección de los compradores?	¿Cómo extender el tiempo de protección de mi comprador?	1
8771	31	9510	No puedo abrir una disputa	No puedo ver la sección de disputa abierta	1
8773	2895	9512	No hice una cuenta hasta después de haber realizado el pedido	Había intensificado la disputa pero hasta ahora no hay ninguna actualización.	0
8775	2956	9514	¿Desea saber cómo ponerse en contacto con una empresa que utiliza una marca comercial sin autorización?	Me gustaría contactar a un humano	0
8777	591	4799	El correo electrónico de registro no funciona	El cupón no funciona	0
8779	5040	8089	Cómo reactiva mi cuenta	¿Cómo cambio el correo electrónico en mi cuenta?	0
8781	6644	4197	Ya hice esto y estaba conversando con un miembro de tu equipo y me dijeron que se resolvería en un día o así y aún no se ha resuelto.	el sitio web muestra que mi pedido ya fue entregado, pero no lo recibí	0
8783	2878	1317	Lo intenté Tengo una nueva tarjeta. Necesito cambiar el número de mi tarjeta, ¿cómo lo hago?	¿Cómo recibo reembolsos si mi tarjeta de crédito se cambia?	0
8785	6057	9516	Hola, me gustaría saber que tengo 3 cupones pero no sé cuánto valen en francos gracias	¿Qué es la verificación 3-D?	0
8787	1653	60	¿Cómo reporto al vendedor?	Quiero informar al vendedor	1
8789	3152	8428	Cómo cambiar el método de pago Ahora el sistema registra mi pago con Mastercard, pero debo pagar con mi visa.	¿Cómo cambio mi dirección en el sistema ahora?	0
8791	3903	1861	Necesito una cuenta de desarrollador	Necesito ayuda.	0
8793	3261	9518	Estoy tratando de hacer un pedido, ¿me pueden ayudar?	Estoy tratando de hacer un pedido	1
8795	9248	8276	Necesito hablar con el servicio en línea.	necesito un servicio al cliente	1
8797	4809	9520	¿Por qué mi orden ha sido cancelada?	¿Por qué se canceló el pedido?	1
8799	7524	9522	¿Cómo puedo imprimir mi factura?	¿Cómo imprimo la factura de mi pedido?	1
8801	8135	7832	No puedo pagar porque "No ha iniciado sesión o porque su sesión anterior ha expirado. Regístrese de nuevo".	¿Cómo solicito el envío cuando el tiempo de procesamiento ha expirado?	0
8803	3795	1459	Como no puedo hacer un llamamiento	No puedo presentar pruebas a mi caso	0
8805	1284	8518	soy un problema con mi orden	tengo un problema con mi orden	1
8807	5849	9524	¿Cómo puedo enviar un correo electrónico?	Ingresé el correo electrónico equivocado. ¿Cómo puedo editarlo?	0
8809	7173	5545	¿Puedo conectarme a un operador en vivo, por favor?	Por favor, ponme en el chat en vivo	1
8811	5396	6798	donde esta mi producto	¿Dónde está la información del producto?	0
8813	2284	3526	Si solicito un producto gratuito, ¿debo pagar un servicio personalizado en mi país?	¿Cómo sé si tendré que pagar impuestos en un envío?	1
8815	1884	9526	mi e-mail es	Mi dirección de correo electrónico no está escrita correctamente.	1
8817	9110	9528	Te he informado 3 veces	¿Por qué los proveedores tienen tiempos de procesamiento tan largos?	0
8819	5216	4948	¡¡Hola!! necesito eliminar mi información de tarjeta de crédito anterior para registrar una nueva tarjeta de crédito	Mi tarjeta de crédito está sobrecargada	0
8821	1978	6540	Cómo puedo ponerme en contacto con usted	¿Cómo puedo contactar al servicio de atención al cliente ruso?	0
8823	5517	9530	El vendedor no quiere saber nada sobre la disputa	Quiero saber sobre la historia de un vendedor	0
8825	5110	9532	¡saludo! Compré el artículo pero puse el número equivocado del apartamento y no recibí el paquete. Me puse en contacto con el vendedor y él me dijo que me enviaría de vuelta cuando volviera el paquete. Ha pasado un mes y no va a enviar el paquete de nuevo	el vendedor me envía el paquete por envío gratuito en lugar de ems	0
8827	9535	9536	¿Dónde está la página de detalles de la disputa?	Quiero abrir una disputa pero la página no funciona	0
8829	6715	9538	descripción del paquete no debe ser mencionado	Si mi paquete fue perdido por la compañía de envío, ¿quién debería pagar mi pérdida?	0
8831	2529	9540	¿Cómo puedo recoger mi pedido en el carrito?	¿Cómo puedo recuperar el artículo eliminado en el carrito de compras?	0
8833	3970	9542	¿De dónde vienen tus productos?	¿Puedo obtener un catálogo de tus productos?	0
8835	642	9544	Pagué los productos que nunca he recibido, sin embargo, no yo, he puesto una confirmación de recibo y también un comentario	Me gustaría ayudarme con un envío que nunca recibí	1
8837	1328	9546	Mi pedido es muy tarde y el vendedor no responde mis mensajes	¿Por qué le toma tanto tiempo al vendedor enviar mis artículos?	1
8839	3041	9548	la protección del comprador ha terminado	¿La protección del comprador es gratis?	0
8841	1794	196	No puedo abrir la orden de seguimiento	¿Cómo puedo abrir una disputa si la orden está completa?	0
8843	2997	3205	Quiero hablar con una persona	quiero hablar con una persona	1
8845	1948	2005	8 de mayo envíe un teléfono para regresar a la dirección indicada y todavía no sé nada y nadie me contacta.	¿Puedo saber el progreso de mi pedido?	0
8847	1212	9550	es menos de 20	¿Por qué mi pago es menor a lo que pagué?	0
8849	3358	3301	no puedo dejar comentarios	¿Cómo puedo dejar un comentario?	0
8851	2232	2212	No puedo abrir una disputa y ¿cómo puedo contactar a mi vendedor?	¿Cuándo puedo abrir una disputa?	0
8853	2927	5803	Me pasa lo mismo con los vendedores chinos en EBAY	Accidentalmente he colocado orden doble en la misma cosa	0
8855	3174	5545	Lo que estás haciendo por mí no está ayudando. Por favor pon a tu jefe.	Por favor, ponme en el chat en vivo	1
8857	2394	9553	restaurar lista de orden	¿Cómo elimino mi lista de pedidos?	0
8859	7841	9555	a través de una tarjeta bancaria	¿Qué quiere decir con una copia del extracto bancario de la tarjeta de crédito utilizada?	0
8861	5453	1381	No veo qué reloj	No lo sé	0
4248	667	2212	¿Qué pasará cuando abra una disputa?	¿Cuándo puedo abrir una disputa?	0
8864	9558	9559	eres Bot	¿Estás ocupado?	0
8866	3142	8709	Cómo obtener un reembolso del pago de Mercado	¿Cómo obtengo un reembolso a través de TT?	0
8868	5178	5189	Cómo enviar video	Intenté abrir una disputa para un pedido que no puedo enviar	0
8870	5188	4937	Traté de extender la protección de compra pero el vendedor guarda silencio. Cuando intento abrir una disputa, el sistema no me permite hacerlo.	¿Cómo abro la disputa?	0
8872	9323	3536	Necesito los diez mejores artículos vendidos en 2017	¿Qué sucede si un artículo está agotado?	0
8874	5548	9561	No lo hice, pero nada	No compramos nada, pero nos han cobrado.	1
8876	1584	3362	Entonces, ¿cómo puedo hacer eso?	entonces qué tengo que hacer	1
8878	8464	5954	responder en disputa	¿Qué pasará si el vendedor no responde a mi disputa?	0
8880	5108	3221	¿Por qué no puedo enviar un mensaje al vendedor?	No puedo enviar un mensaje	1
8882	7540	5882	¿por qué mi pedido fue cancelado?	¿Por qué se retiró mi dinero de mi banco pero se canceló mi pedido?	1
8884	2673	3215	Mis monedas de la aplicación no se agregan. ¿Que puedo hacer?	¿Cómo canjeo mis monedas?	0
8886	23	7249	Hola Eva Al principio la pregunta. ¿Puedo escribir en alemán?	No puedo escribir mi dirección danesa	0
8888	3429	9563	Pagué este calzado. NUNCA HE RECIBIDO	Pagué a través de QIWI, ¿cómo puedo recibir el reembolso?	0
8890	2300	4398	necesito cancelar mi pedido y necesito que me devuelvan mi dinero	Necesito cancelar mi orden duplicada	1
8892	8215	2674	puntos de recompensa no agregados	Olvidé la contraseña de mi tarjeta agregada. ¿Que debería hacer?	0
8894	5700	98	estoy en México, ¿necesito un permiso para recibir mi pedido?	¿Cuándo recibiré mis pedidos?	0
8896	2886	4366	DE ESTO NO SE HAN HECHO, DEBES PAGAR	¿Tienes amigos?	0
8898	8031	3117	cómo establecer una nueva dirección de envío	¿Cómo puedo cambiar la dirección de envío incorrecta?	0
8900	7985	9444	Lo siento por mi ingles. Hablo francés.	no hablo inglés	1
8902	5917	9565	Necesito que abran la disputa	Necesito enviar una disputa al vendedor. ¿Que puedo hacer?	1
8904	7715	1537	Pedí algo y está en camino, pero todavía no lo tengo después de 3 semanas	Qué sucede en mi disputa ya que todavía no tengo reembolso	0
8906	6355	9567	Mi pedido ha sido retenido en las aduanas portuguesas, necesito una prueba de compra, factura, recibo, ¿cómo puedo hacer?	Si mi producto ha sido detenido por la Aduana como producto falso, ¿qué puedo hacer?	1
8908	497	564	cómo cambiar el precio	El proveedor cambia el precio de la orden sin mi permiso	0
8910	3347	9569	¿Cómo estás hoy?	¿Qué tasa de dólar para hoy en la compra de producción en usted?	0
8912	7569	4151	Me insultó un proveedor porque accidentalmente le envié el mismo mensaje dos veces acerca de la misma pieza de joyería	¿Qué puedo hacer si ordené dos veces por el mismo producto?	0
8914	4342	1364	mi consulta es sobre el estado de mi pedido	con respecto a mi orden	0
8916	8364	2182	configurar la dirección de envío	Mi dirección de envío no está en inglés	0
8918	223	4167	no recibí mi reembolso	No recibí un reembolso del número de pedido	1
8920	3883	7612	quiere pagar por el artículo que fue reembolsado	Quiero buscar un artículo	0
8922	7336	2271	Hola, soy de Polonia	Hola, tengo que preguntar sobre mi pedido, ¿me pueden ayudar?	0
8924	5302	9572	No estoy de acuerdo con el resultado de la disputa	Quiero quejarme del resultado de la mediación.	1
8926	1818	9574	Me gustaría saber por qué algunos productos o ya no están disponibles	Me gustaría saber por qué mi reclamo no está siendo ordenado	0
8928	8431	3382	¿Hay algún cargo extra por el reembolso?	El proveedor pide dinero extra	0
8930	5578	3073	usted es la cuarta persona con quien he hablado sobre el mismo problema. ¿Puedo hablar con un supervisor? Me dijeron que iba a recibir un correo electrónico dentro de las 24 horas sobre una apelación.	¿Puedo hablar con una persona real?	1
8932	4375	4199	no estoy satisfecho con los resultados de mi disputa	No estoy satisfecho con el producto recibido. ¿Que puedo hacer?	0
8934	9577	9578	Hice un pedido como invitado pero no tengo confirmación	He realizado un pedido pero deseo confirmar la dirección postal	0
8936	145	1485	querida, tengo que pagar una gran cantidad, pero no tengo los comentarios adecuados	Tendré que pagar impuestos	0
8938	1846	5279	teniendo problemas para iniciar sesión	Tengo problemas para autorizar el acceso a mi cuenta	0
8940	2001	2457	cómo agregar video a mi disputa	¿Cómo adjuntar el video a la disputa?	1
8942	1514	9580	No puedo pagar mi artículo	¿Tengo que pagar la devolución incorrecta del artículo?	0
8944	6456	8901	cómo fi	como estas	0
8946	2605	9582	No entiendo	No entendí la forma en que se reembolsará el dinero	0
8948	9584	9333	La fecha límite para abrir una disputa ya ha terminado, ¿cómo puedo?	puedo abrir disputa si el pago ya ha sido liberado	1
8950	4232	5249	¿Hay otras formas de pagar	¿Cómo sé si tengo que pagar impuestos de importación u otros impuestos?	0
8952	3807	486	Quiero un trabajo en una empresa	Necesito la dirección de correo electrónico de esta empresa	0
8954	7158	5048	¿Cómo puedo confirmar la entrega una vez que he recibido mi pedido?	No puedo confirmar la orden recibida.	0
8956	1160	3671	Me pregunto cuándo recibí mi pedido	No recibí ninguna confirmación después de haber pagado mi pedido	0
8958	7713	3278	No se recibió correo electrónico confirmado	¿Puedo enviarte un correo electrónico?	0
8960	6453	7130	La hora de mi pedido ha terminado, ¿tendré el reembolso?	Mi pedido fue cancelado pero no he recibido mi reembolso	0
8962	7154	5434	Estoy tratando de pagar mi pedido. ¿Puedo pagar con iDeal?	¿Cómo pagar con iDeal?	1
8964	1818	9586	Me gustaría saber por qué algunos productos o ya no están disponibles	Me gustaría reordenar algunos artículos.	0
8966	9589	9590	Envié mis documentos	¿Cómo sé que mi pedido ha sido enviado?	0
8968	8138	9592	Mi cuenta tiene el problema	Mi cuenta ha sido desactivada ¿Que puedo hacer?	0
8970	6998	2650	No quiero más dinero. ¿Deseo mi envío y rápido para pagar el tiempo adicional que necesito entender?	Necesito más tiempo para verificar	0
8972	3287	1641	¿Dónde está el botón de apelación?	¿Por qué no hay Mi apelación?	1
8974	5514	9594	Quiero restablecer mi contraseña	¿Por qué no puedo recibir el correo electrónico de restablecimiento de contraseña?	0
8976	7268	6427	No se puede iniciar sesión para una cuenta	¿Cómo cierro sesión después de usar mi cuenta?	0
8978	7690	4279	¿¿¿estas ahi???	¿que eres?	0
8980	6801	110	no puedo ver el historial de disputas	No puedo adjuntar una foto para una disputa	0
8982	6439	797	tu no me entiendes	¿Cómo puedes no saber?	0
8984	2066	9170	tengo una pregunta	He publicado una serie de preguntas a los proveedores, todavía no hay respuesta	0
8986	3257	6493	Quiero saber que si estoy en Pakistán y lo entregas en casa, ¿nos llevarás dólares o nuestra moneda?	Tengo curiosidad por ti	0
8988	9596	3302	¿Cómo dejar comentarios sobre la aplicación?	¿Cómo dejo comentarios?	1
8990	1678	9196	Entonces, ¿podrías ayudarme?	Realmente no me ayudaste así que lo intentaré de otra manera	0
8992	3108	8994	cómo cambiar la tarjeta	¿Cómo puedo cambiarlo?	0
8994	9599	9600	lo que todo está haciendo	todo mi placer	0
8996	6476	9602	¿Qué te sucede?	¿Qué pasará con mi dinero?	0
8998	4287	524	la protección terminará y no puedo abrir una disputa, ¿quién me devolverá el dinero?	El vendedor me dijo que cancelara la orden de devolver el dinero. ¿Que puedo hacer?	0
9000	3338	2795	mi pedido fue procesado sin que yo haya confirmado los detalles del pago	Pago mi pedido pero aún no procesado	0
9002	3112	8203	Todavía no puedo pagar mis pedidos	No puedo ver mi cuenta	0
9004	9604	5642	eliminar tarjeta de crédito	Fraude de tarjeta de credito	0
9006	1644	9606	¿Debo tomar el paquete yo solo?	¿Cuánto tiempo puede llevar obtener mi paquete?	0
9008	3690	370	estoy encantado de conocerte también	hablas muy rápido	0
9010	1856	2887	¿Cómo puedo hacer un pedido pero no pagar porque el vendedor debe cambiar el premio antes de pagar?	cuánto debo pagar por impuestos de aduana e impuestos	0
9012	3857	90	Pagué un extra para enviar el q s rápido resulta que ahora soy enviado desde China	¿Cómo puedo ver mi mensaje?	0
9014	3957	9608	mi envío está cancelado	mi disputa dice que espera el envío	0
