pid	qid1	qid2	question1	question2	is_duplicate
2920	4580	1457	i am following up my case	I can't submit evidence to my case	0
2922	3505	3033	Hello I have a problem, all my packages do not arrive at destination and are sent back to the sender! I checked the address that I registered in my account and it is the right address!	hello I have a problem with a store	0
2924	2428	4582	This is over 30 days I guess. Can I still leave a feedback because the seller is very nice.	I cannot leave feedback on an transaction.	0
2926	2810	4584	and l do not know english and the translator is not going	I do not really understand English is it possible to Russian	1
2928	4142	4586	I am asking how to combine orders for payment if the order is still in my cart	I access to My orders but it keeps asking for login	0
2930	2906	1355	I cannot upload photo in dispute	I cannot upload attachment.	1
2932	45	4588	I DONT NOT LIVE IN CHINA, I LIVE BRAZIL	I want live chat?	0
2934	3485	4590	but i want answer top ten items please tell me:I need top ten items wich sold in 2017	I want to have one transaction for 3 items, not separately.	0
1091	1992	1993	Just wonder when I can get my order, my name is Rosa Estrada	How do I get my user name?	0
2936	2573	3013	shipment was cancelled	My order is closed for No Shipment.	1
2938	4592	3365	returning a defective item	Where can I get a refund for a defective product?	0
2940	4594	3471	Hi, I am having trouble with my payment	I am having trouble becoming a member, I have tried several times.	0
2942	4596	4597	Can I write in german, please?	Can you change my page to English please	0
2944	4600	3669	Today I have placed an order as a guest but have not received confirmation.	I have not got any confirmation after I paid for my order	0
2946	4602	4603	I cannot use my select coupon	How do I use Select Coupon?	1
2948	4606	2053	can i not give you my tracking number and you check?	Did you check on my issues with order number	0
2950	4608	4609	hi, i have a problem	i have problem with order	1
2952	1808	4612	i think my tracking number is a fake	I want my tracking number	0
2954	2191	4614	it does not show me the seller am looking for	I am trying to place an order and for some reason it does not let me	0
2956	1564	4616	Hello, since yesterday I can not pay my card. Everything in the bank is all right.	Can I pay in installments on my credit card?	0
2958	4618	4619	when a need to select the mind i have two time october	can i have a two accounts with same email	0
2960	2086	975	what a fuck is that what are you doing there	fuck eva you are hot	0
2962	4622	384	I want to chat with a real human	i want to talk to a human online	1
2964	735	2234	how do i get coupons and discounts	How do I redeem coupons after I get coins?	0
2966	4624	4625	i mean is that the case?	no i do not mean any of that	0
2968	1326	4628	My order is very late, and the vendor do not reply my messages	I have sent messages to the supplier, but he does not reply. What can I do?	1
2970	4630	4597	OMG can you get a supervisor please?	Can you change my page to English please	0
2972	4632	4450	My products from the above order did not arrive, how do I?	How do I add products to my Wish List?	0
2974	4634	1117	How to delete an order in shopping cart	How do I add items to the Shopping Cart?	0
2976	4636	418	When I bought, on the online page there is written delivery 30-50 days!	When I click pay now, it is taking me to sign in page.	0
2978	2994	4638	Why are the answers automatically? I do not want to talk to the vendor.	How do I contact the vendor?	0
2980	393	4323	Unable to open an account	I was unable to make payment	0
2982	4640	4641	dont want to received email from message center	email customer service center	0
2984	1270	4644	can i speak with you in french?	Can I speak with an agent please?	0
2986	4646	4647	can u answer?	can u please help me?	1
2988	1676	1837	So, could you help me?	Could you help me please	1
2990	4650	4651	difference of small packet an registered airmail	When I registered on your site?	0
2992	4654	4512	changing the size of item	There is a problem in changing my profile name	0
2994	4656	4657	please do accept tbc	Do you accept Mastercard?	0
2996	4660	1104	Can you see if i had paid please? If so i need it tracked.	I cannot see the order I paid for.	0
2998	3369	4046	what is escrow fee	what does Escrow Buyer Protection cover?	0
3000	4662	4663	Payment error in App	I got an error message during the payment process. What should I do?	0
3002	4656	4666	please do accept tbc	Do you accept Yandex Money?	0
3004	695	4668	how to use warranty service?	How to use a coupon in order?	0
3006	4532	4670	Sales email address	I need to speak to sales representative	0
3008	99	1627	how to place order	I cannot place an order.	0
3010	4672	3882	I don't want to lie about my reason, the item is damaged.	i want my item	0
3012	3359	4674	really so I have to stay online for yet another half hour?	I can not contact the sellers of products that have not yet arrived.	0
3014	2314	2540	upload video evidence.	Why I cannot upload evidence for a dispute?	0
3016	4415	4676	it's been on status waiting for refund since May 7	I already paid 7 days ago but my order status has not changed yet. It is still Awaiting Payment	0
3018	2713	4678	Money has not been paid	The order has not been paid	1
3020	4680	4681	how we can shortage the delivery period and shipment process?	How can I extend the period of receiving the shipment?	0
3022	4684	4685	how do i confirm the order?	I pressed confirm order in false.	0
3024	3443	1229	I need your help...	I cannot open a dispute. I need your help.	0
3026	3259	3292	I'm trying to place an order, can you assist?	How can I place an order in specified size?	0
3028	2490	4688	when i log in on computer, my wishlist is not updated. It's not same as on my apps	I cannot log in and it says my account was deactivated	0
3030	4690	2914	How to delete order?	how to delete unpaid order	1
3032	4692	4693	what does shipment cancelled mean	What does Piece mean?	0
3034	181	4696	i cannot pay using bank transfer	I have ordered an item and I cannot pay it by bank transfer	1
3036	1096	4698	i opened a dispute and the seller is stalking me	It will not let me make an dispute on order.	0
3038	4700	4701	None of the above, the sellers each shipped my order to the wrong address. To two completely different addresses.	I want to choose different suppliers for the products, but i want them shipped by combination to my delivery address.	0
3040	4704	4705	Did you receive my order back yet?	I did not receive confirmation after my order	0
3042	4708	3230	Can you talk to a human being?	Hope can talk with you again tomorrow.	0
3044	543	4710	Then this must be joke, you must be kidding me,,,	in what language i must write my home address?	0
3046	4712	4713	why is my dispute invalid	Why I received error Invalid card number?	0
3048	3200	4211	my account does not allow me to place orders until I validate my account VIA appeal form	I am trying to get access to my account but it will not let me.	0
3050	1648	4716	hi, how can I add photos?	How can I add my shipping address?	0
3052	4718	4603	how to use store coupon	How do I use Select Coupon?	0
3054	2773	4720	I canceled my order without giving cargo but could you help my param still not getting into the account?	I could not make payment with my VISA Debit Card, could u help me please.	0
3056	4722	1845	I'm having trouble canceling my account.	I am having trouble creating an account	0
3058	4724	4725	i have been using your service for years. now i can't get in to sign they say my password is wrong	When I click sign in, I do not have field to put my email and password.	0
3060	4728	2017	i know this	I want to know my order	0
3062	4730	4731	I want to talk with a person	I want to talk to a person but not a robot	1
3064	3668	3464	I placed an order and paid about 4 hours ago but have not received confirmation	i have placed an order	0
3066	299	2455	how to open dispute	How to attach the video to the dispute?	0
3068	4733	4734	are u live	are u there?	0
3070	2450	3826	I haven't received my order yet and it lasts too long	How do I uncheck a order not received yet?	0
3072	3331	4737	If I order a product from Germany delivered to Finland, do I have to pay customs and taxes?	I am confused if I will have to pay customs taxes and duties	1
3074	503	4739	How do I cancel my account	How do I cancel my membership?	1
3076	4740	4741	Hello Eva, hoow are you?	Eva you suck	0
3078	4744	4745	I received an item that I was sent a refund for, how do I pay now?	My item was shipped back. How do I get it now?	0
3080	1464	4748	how to find the seller's store	how to delete a store from favorite store?	0
3082	4750	1813	how to confirm order	How can I confirm the order?	1
3084	4752	4753	I have no visa card and debit card	i have a visa debit card	0
3086	4756	774	I cant open dispute because it's delivered	I need open a dispute	0
3088	4758	4759	Con tact seller	There is no rating for the seller	0
3090	4762	4763	How can I put the name of my street address?	Can I change my last name on this account?	0
3092	4766	4767	i have activated my secure card 3d	How do I get a 3D security code?	0
3094	3029	2286	i need the last 4 digits	Why I cannot see my last orders?	0
3096	1766	4770	I have an account and I can not reconnect and I want to place an order and have an invoice	I have a problem with my order at customs. Can you sent me a copy of my invoice?	0
3098	4772	3514	can you answer my question	Would it be possible you answer my question	1
3100	4774	4775	I was just sent an email re a dispute telling me to email seller or go to trade dispute. I have no email for seller and couldn't find trade dispute any where on your website	Where can I find my dispute cases?	1
3102	4778	4779	High Quality 2016 Men Shoes Sport Lace Up Casual Shoes Men Flats Breathable Mesh Shoes Men Tenis size 39-48	seller does not have shoes I ordered, seller does not answer	0
3104	4782	993	Do we need to integrate a SDK for that?	I need open dispute but do not have the option	0
3106	2753	4784	how to block notification	Why security block my transaction?	0
3108	4786	4787	Need my order traced. Your website is very difficult to navigate. It just says "order finished"	What if the seller says he lost my order?	0
3110	4790	4791	because the platform is blocked is days	The goods are not delivered because of the suspicious seller	0
3112	629	3131	my last commande i buy this	Why I cannot buy my goods?	0
3114	1788	4794	how to use seller coupon?	Why can't I use my seller coupon?	0
3116	4796	4797	my account is not working	The coupon is not working	0
3118	4800	4801	how many items I add in my wish list	How do I sort items in my Wish List?	0
3120	4804	4805	I have contacted the seller	how you can be contacted?	0
3122	4808	2560	why is my order been cancelled?	Why my order have been closed?	1
3124	4810	4811	items in one package	how do I get all my items into one cart?	0
3126	1294	4814	could you track the status of order	How could I track my package?	0
3128	2396	1207	How do I add evidence or respond to my escalated dispute?	How do I edit the escalated dispute?	0
3130	4816	4817	ok, thank you. I ordered this sunday. Means I have at least one month to see what will happen. Thank you for your help. Have a nice day and best wishes from Turkey	Have a nice day.	0
3132	213	4820	I can not use a coupon or get discount.	I can not use mobile coupon	1
3134	2765	2403	Please cancel my account as details are wrong	I want details of my refund	0
3136	4822	4763	I want clear out one of my account, name is "je"	Can I change my last name on this account?	0
3138	3668	909	I placed an order and paid about 4 hours ago but have not received confirmation	I placed an order and paid. I want to cancel it.	0
3140	4824	4825	Hello, i made an order on 20th of April	i have just made an order	1
3142	4827	4828	I bought a coat on April 28 forgot the email and the password I have already paid for the credit card, and I have already made the order, follow the link of the product purchased	I have already paid the claim and it appears Suspicious Order	0
3144	1836	4831	hello can you help me please have you time	can you help me with	1
3146	1976	4833	how I can contact with you	How can I contact you for my transactions being canceled?	1
3148	4835	4836	i haven't received my order	i wanted t discuss my order	0
3150	4839	4840	Why are my accounts blocked and I cannot sign in	I cannot sign in and there is no error message	0
3152	1124	4843	i want to change my password	I want to change my shipping address	0
3154	721	1141	can you dance for me?	you can not help me	0
3156	3825	4845	mY ORDER HASNT BEEN RECEIVED YET.	I paid my order but the payment is not confirmed yet	0
3158	4847	4848	How can i get the nacional tracking code for my product?	Why my tracking code is not working?	0
3160	4851	4852	I have contacted them, but they tell me to wait a while for them to arrive. But that's not the problem. It has arrived, but defective; And they just tell me to wait for me to arrive	Tell me a joke.	0
3162	4855	4856	Nie to meet you too	shipping amount is too high	0
3164	4859	4860	where is the "here?"	Where is Shanghai?	0
3166	4421	4863	You people are not treating me right	not right answer	0
3168	1516	3572	why I cannot upload photo in my dispute	i cannot upload a photo	1
3170	4865	4866	change the reason of dispute	How can I change cancel reason?	0
3172	3899	4869	can I speak with someone?	I would like to speak to someone on dispute team.	1
3174	1486	4871	I need contact with a real person	can I speak with a real person?	1
3176	1128	3572	Unable to upload image in the dispute	i cannot upload a photo	0
3178	3435	4872	How do I stop seller sending messages?	how do i read messages	0
3180	1558	4874	order long time?	I opened a dispute, because the premise for a long time not being tracked	0
3182	4876	4877	how to revise feedback	How do I revise my feedback?	1
3184	2324	4880	I want e-mail	An account already exists with the E-mail you submitted	0
3186	3545	4882	But i have paid it	I have a problem.	0
3188	1800	4884	how can I report a fraud seller	The seller is a fraud. How can I report him?	1
3190	4886	4887	I love you.	i love china	0
3192	367	1153	fast shipping courier	my courier change the shipping address	0
3194	4890	869	i have saw Cancelled Orders Finished can explain me	how can I open dispute if status is finished?	0
3196	3805	4892	I want a job at a company	What's your job?	0
3198	4894	1915	I want to close a dispute	dispute escalated but i received the goods. how to close it	1
3200	4896	4295	I ordered one item quite long ago and still didn't receive it	i didn't ask you that	0
3202	4898	2491	Ryley knows my problem	I have problem with my computer	0
3204	2591	1307	kindly explain how will your office process a refund for cancelled order	When will i receive my refund after order is cancelled?	1
3206	1942	4770	Can you tell me when will I order my order Me 2017-05-22 12:05 hello I have already written twice that you have not received my order. And you have cheated twice	I have a problem with my order at customs. Can you sent me a copy of my invoice?	0
3208	683	4900	I purchased an iteam yesterday and i have been charged the iteam which is showing on my credit card statement am trying to find out why when i go into my purchase history is not showing the order number or tracking number	Where do i find my purchase history?	0
3210	4640	4902	dont want to received email from message center	I cannot write the message in the message center	0
3212	4904	4905	Were can i find to fill the form for refund	How do I fill in my shipping address?	0
3214	3513	4908	HI, Anyone there can answer my question? thanks	can i get a real person to answer question?	1
3216	4910	3033	Hello, I've a problem with my Order. Can you help, please	hello I have a problem with a store	1
3218	4912	268	I can not take your tablet. I need to bill the tablet.	i need your email address	0
3220	4914	4135	Hello, how can I sponsor a friend?	I need a girl friend.	0
3222	4210	917	I tried it and I get it to check my account and it does not hurt me at the mail I get account disabled	This account does not exist, what should I do?	0
3224	647	4916	Sorry, your transaction did not pass verification due to security reasons. The transaction has been closed.	Why it shows Your order has been closed?	0
3226	4918	4919	you hopeless piece of shit	Can I buy 1 piece of product as a sample?	0
3228	4922	2855	I have emailed my documents 2 separate times and still my account is not Verified.	I have paid my order, why it says it is still unpaid?	0
3230	3825	4924	mY ORDER HASNT BEEN RECEIVED YET.	not received order yet	1
3232	547	1218	i already asked something i am talking with a computer isn't it	I paid for my order, and I am being asked to pay it again, what do I do?	0
3234	3130	598	When will my case be resolved? I need to buy goods and I can not	How can I buy goods if I do not have visa card?	0
3236	4926	3144	How do I exchange coins for coupon	How do I get coupon?	0
3238	4928	4929	this link is empty	link to confirm email was bad	0
3240	4932	4933	I pay for buying with master card but i faced with below error Sorry, your transaction did not pass verification due to security reasons. The transaction has been closed.	I have placed order but they said transaction closed.	0
3242	299	4936	how to open dispute	How do I open dispute?	1
3244	4938	4939	The seller is not responding me	the seller cheated me	0
3246	1282	4941	i am problem with my order	What is the problem in my order	1
3248	1250	4943	how to check buyer's protection	How to extend my buyer protection time?	0
3250	1780	2411	chat now not working	Internet Explorer Script Error comes when I click on I am online chat now	0
3252	1426	4945	Why the money is not returning	After the transaction was cancelled, why system not send my money back?	0
3254	2833	4947	was my credit card billed	My credit card is overcharged	0
3256	4949	4950	The order is now closed on the request of the seller, and then I paid but never received my order.	I paid for my order but now it is suspicious	0
3258	4953	4954	its been 25 days since my order. when will i receive the order	When will I get my order?	1
3260	4956	4957	It has been almost half a year!	Why has the price been modified?	0
3262	4960	4961	I would like to make a payment via bank slip which procedure I am not finding the desired option	I make payment by Bank Transfer. Why it still shows Awaiting Payment?	0
3264	4964	4965	hello, i have 3 cancelled orders and i still have not receive my order	When will I receive a refund if the orders have been cancelled?	0
3266	1290	4968	seller don't answer me	The seller do not answer me	1
3268	4969	4970	what is coins	Why I did not get the coins?	0
3270	4107	4973	Why does it take so long for my payment to be processed	how long does it take to get to my country?	0
3272	4975	618	how can I file for an appeal	how do I file a dispute after I received my goods and time ran out	0
3274	4977	4978	wait. I want to get a free product for advertising on youtube	I want to change my shipping to a free shipping	0
3276	4981	4982	how do i change my profile?	How do I edit my member profile?	1
3278	1616	3686	where is my items? I have not received my order yet	I have not received refund and my order was canceled	0
3280	4985	4986	why to put card details again?	The card I used was charged again after I paid for my order.	0
3282	437	4989	a colleague said he would be restored	I want to buy but it said Cannot ship to my region	0
3284	2777	1541	how do i cancel order?	How do I cancel my order?	1
3285	2968	3098	how can i Appeal my orders that didn't go through for security reasons??	my order can't go through	0
3287	4991	4992	not received my order. The dispute at the request of the seller was closed. Now not product not dispute again can't open	I want to open dispute but i confirmed order received	0
3289	4995	1141	Can you talked to me	you can not help me	0
3291	4996	3613	i ordered a phone, its broken	i have already ordered an item	0
3293	2324	174	I want e-mail	I want to be unsubscribed from all e-mails	0
3295	4998	4999	My Order List	share my wish list	0
3297	5002	5003	BUT THE ARTICLE IS ALREADY IN PORTUGAL	How do I use the refund to buy another article?	0
3299	5006	5007	In fact, every now and then I can not go, you know when I created the account I wrote the wrong email, and now I do not know how it is there whether you can check it out, I only know how it should be, I've tried everything, there are all my orders	How can I know the supplier has sent out the product?	0
3301	4960	2719	I would like to make a payment via bank slip which procedure I am not finding the desired option	Am I able to use PayPal to make a payment?	0
3303	5010	5011	the seller is a lier	The seller is a scammer	1
3305	525	997	He wrote it to me yesterday	How can I read my feedback the seller wrote about me?	0
3307	643	3851	the order has been shipped 20 days ago but I haven't received it yet	How do I find out if my order has been shipped?	0
3309	2964	3984	Hello, my payment is not going through and I know my credit card works	I checked my credit card but there is no any payment	0
3311	2641	5014	I can't pay when I try to order a product and ship it to Mexico	I will try that now	0
3313	5016	1667	I want to shipped all of my order	I want to have my orders shipped together to my address	0
3315	455	4843	after I placed my order, I was told that there would be additional shipping because I changed my address. Well, I did not change my address. But, I paid the additional charges to see what	I want to change my shipping address	0
3317	5018	5019	I HAVE A PURCHASE ON YOUR WEBSITE BEFORE REGISTERING, AT THIS TIME THE ORDER IS BUGGED IN THE CUSTOMS AND DHL NEEDS THE PURCHASE ORDER NUMBER.	I cannot purchase my order	0
3319	2106	5022	Dispute in Progress means	What is the progress of my credit card verification?	0
3321	5024	5025	Hello! My entry was blocked, 2 times answered that the rights of the buyer were violated, but I honestly opened the dispute when I did not receive the goods, so far it has not been received	When will you resolve the dispute so I can get my refund?	0
3323	5028	5029	Need return address for two pair of tennis shoes or exchange for one size larger	I need to exchange a confirmed order	0
3325	449	5032	contact the seller?	I want to contact seller.	1
3327	5034	5035	my account no work	my password does not work	0
3329	2861	5037	i need to locate a store	I need the address of store	0
3331	5039	508	how do i reactivate my account	I want to reactivate my account. Please help.	1
3333	1954	5041	I only want my money back that is my only question	How do I get my money back?	1
3335	5043	5044	I can not edit my billing address to the netherlands	How can I edit my shipping address?	0
3337	1434	5047	what is confirm goods received	I cannot confirm order received.	0
3339	5049	5050	How change post code	I would like to change the zip code on my mailing address	1
3341	225	5053	I deal for refund and return the product. The menu is too expensive that I send goods to China. Who bears the cost of transport of goods?	I want to return goods	0
3343	3887	1307	when my cancelled	When will i receive my refund after order is cancelled?	0
3345	3755	5055	i am having problems sending my id	I am having a problem correcting my shipping address	0
3347	1750	5057	Did you helped me?	Did you get my question?	1
3349	2731	5059	Can american express be used?	What kind of card can be used for payment?	0
3351	5061	2142	are u men or woman?	it's supposed to be the first woman's name ever!	0
3353	3589	2043	Hi, I need support. I try to add a new credit card for payment, but after insert credit card data and confirm, I receive this message: "Oops, we failed to save your card due to system reason. Please try again later."	How do I receive a refund by credit card?	0
3355	1434	5063	what is confirm goods received	The goods received are not what I agreed upon	0
3357	5065	1922	how do add feedback for seller?	How do I check Feedback Profile of a seller?	0
3359	5067	5068	can you ship out with 1 days shipping?	do you ship to	0
3361	4431	1461	how to submit a feedback	How do I change feedback?	0
3363	4431	1443	how to submit a feedback	How do I give feedback?	1
3365	4890	3075	i have saw Cancelled Orders Finished can explain me	removing finished orders	0
3367	5071	5072	do you need order numbers?	Do I need to give you the MTCN if I have paid with Western Union	0
3369	5075	5076	what time is it?	What are time frames for opening dispute?	0
3371	5079	5080	how many can i add to my shopping cart	How can I pay all my goods on shopping cart in one payment	0
3373	1516	5083	why I cannot upload photo in my dispute	I cannot open dispute without photo.	0
3375	5085	5086	thanks for your help	thanks for your effort	1
3377	3283	1487	I need a real person, please	an i talk to a real person	1
3379	5089	5090	please to meet you too	Would you please custom made a dress?	0
3381	996	5093	I just read that you rejected my appeal!	I just broke up with my boy friend.	0
3383	5095	1837	Could you please connect me with a real person?	Could you help me please	0
3385	5097	3135	I want a live chat	i need a live person to chat with	1
3387	5099	5100	how reward points will be added	I do not have my points	0
3389	3809	5103	What do you say i don't understand you	you do not understand	0
3391	5105	3010	i contacted the seller but he don't have my order. i can't sent my order because he don't have the product. I don't know how activate the refund.	I don't want to speak with a robot.	0
3393	5107	4794	Why I cannot send message to seller?	Why can't I use my seller coupon?	0
3395	5109	460	greeting! I bought the item but I put the wrong number of the apartment and did not get the package. I contacted the seller and he told me he would send me back when the package came back. It's been a month and he's not going to send the pack again	I have written seller different ways, but he still ignore me	0
3397	5111	5112	Invoice amount is not the same as for orders	How can I place multiple orders from same seller so that shipping will be together?	0
3399	5115	845	Can somebody help me	Can you help me?	1
3401	2410	5117	i need to chat now	Can I chat with an agent?	1
3403	5119	536	I need to speak with some human support	i need to speak with a human	1
3405	5121	5122	How can I do?	I would like to cancel my order. How can I do this?	0
3407	5125	5047	I received a product but there's not "confirm receiving'' button.	I cannot confirm order received.	0
3409	5127	5128	No, it is impossible to send mail	I entered the wrong mail box number	0
3411	4562	5131	I made an order in January and it has not arrived yet.	The seller has not yet sent the goods to me. I want a refund.	0
3413	5133	5134	please initiate chat	Live chat please	1
3415	5137	5138	When do help is coming	When do you return funds?	0
3417	5141	3649	how do i delete my orders under my account	How do I delete my information	0
3419	287	5143	how to search good seller	How to select good supplier?	1
3421	5145	1027	DO U SPEAK FRENCH PLEASE	do u help anyone?	0
3423	5147	2468	how to edit dispute?	How do i edit my feedback left?	0
3425	5149	1591	did not receive my order and the seller is not responding back	i did not get my order	1
3427	2314	2747	upload video evidence.	how do I upload my video in response to a mediation dispute?	0
3429	4427	5151	I am waiting for payment verification?	I make payment by Boleto but it still shows waiting for payment	0
3431	5153	5154	I am trying to update my expiry date on credit card and it wont accept it	trying to cancel an order that I paid by credit card but there is no option	0
3433	569	5157	ok please. or i can ask the other one.	I want to ask if all sellers are from China? Or are there also other sellers	0
3435	1186	5159	a link should open up in my browser but it is broken and does nothing even though the little "hand" appears when hovering over	What should I do if I do not get the verification link?	0
3437	4624	5161	i mean is that the case?	I cannot submit evidence to my case	0
3439	4449	5162	Add to Wish List Does not work	How many products can I add to Wish List?	0
3441	5164	5165	How to return back the item	I sent my item back	0
3443	3150	5168	How to change method of payment. Now the system record my payment by Mastercard but I need to pay by my visa.	Why the payment by Visa MasterCard failed?	0
3445	5170	1771	someone used my account	Somebody used my credit card.	1
3447	5172	5173	Remove card information	I will upload my card and identity information	0
3449	3052	170	Make a purchase and ask for my documents for the appeal	I cannot upload documents.	0
3451	2777	5122	how do i cancel order?	I would like to cancel my order. How can I do this?	1
3453	5176	5177	How to submit video	What can I do after submit complaint?	0
3455	4314	5180	I do not want to cancel my order	I want to cancel order in my orders but no option to that	0
3457	5182	5183	Hi. any progress for dispute?	I wonder if there is any response for my escalated dispute.	0
3459	1854	2693	how can i place a order but not pay because de seller must change the prize before i pay	Can I change size I choose before?	0
3461	5186	5187	I tried to extend the purchase protection but seller is silent. When I try to open a dispute the system not permitted me tod do it.	I tried to open dispute for an order cannot submit	0
3463	5190	5191	Will be able to assist me?	I am not able to buy anything	0
3465	5194	5195	Where to get a refund?	Will I get an email for refund?	0
3467	5198	1487	can i talk to a live person?	an i talk to a real person	1
3469	5200	5201	how to verify account	How long does it take to verify my payment?	0
3471	5204	5205	Didnt say anything about email	I can not order anything now	0
3473	3407	5208	i receive the order after getting refund	If I cancel an order, will I receive a refund?	0
3475	2964	5210	Hello, my payment is not going through and I know my credit card works	My credit card is being declined. Do you know why?	1
3477	2563	5212	You are saying anything about my refund	my order saying awaiting for receive items	0
3479	5214	5215	Hi!! need to delete my old credit card info to register a new credit card	Credit card type	0
3481	5218	5219	I want to be a dropshipper	I want money back	0
3483	3664	5222	Wanting place an order but the system don't put it in my basket	Why your system keep cancelling my order?	0
3485	3052	2484	Make a purchase and ask for my documents for the appeal	Why it keep ask me to sign in when I make payment?	0
3487	798	5224	not sure what 25cm by 33cm means	What is the time there?	0
3489	1574	5226	I get received my products but i have paid for the products	I want to pay my products with PayPal. Is it possible?	0
3491	5228	1343	I am asking you question	I have question for you	1
3493	4172	5230	Hello I need to reset my password before I can add a card	How can I reset my password?	0
3495	5232	5233	how I can contact with the factory person?	can i speak to a person?	0
3497	4318	5236	How do I remove my email address from your mailing list	remove from mailing list	1
3499	5238	3066	hi there, please can you tell me when my orders will be delivered?	Please tell me what my dispute status is.	0
3501	4134	2273	i need to speak with someone	I need your help	1
3503	5190	1395	Will be able to assist me?	Am I able to sell things?	0
3505	5240	5241	how to edit shipping address	How do I edit my email address?	0
3507	249	5244	Hello. I reached out for customer service 3 times now.	I ordered 5 pieces but only received 3	0
3509	5246	5247	If I have a product from Germany delivered to Finland, do I have to pay customs and taxes?	How do I know if I have to pay import taxes or other taxes	1
3511	5250	5251	can you answer my question?	do you have an answer on my question	0
3513	5254	5255	What I have to do for my seller to be able to adjust a price	What can I do if the seller refuse my refund request?	0
3515	892	5258	There is a mistake translating a word "order" in English to Turkish...	I confirmed order by mistake. What can I do?	0
3517	3078	5260	will you deliver to company	can not deliver to uk	0
3519	4804	889	I have contacted the seller	i have a dispute with the seller	0
3521	5262	5263	Change Shipping address	I want to change my address	1
3523	1694	5266	the transaction is completed	My order was completed on suspicion of selling	0
3525	5268	5269	So i contact the seller i want my money back	i have not received my order and i want my money back	0
3527	5272	5273	Hey. My account is locked. I am an honest buyer, did not open disputes for no reason. I ask you to unlock the account.	i am having problems creating my account	0
3529	5276	5277	trouble logging in	I am having trouble authorization to access my account	0
3531	409	5210	Need you to confirm my credit card	My credit card is being declined. Do you know why?	0
3533	3541	5280	the chat button does not work	Why the dispute button does not work?	0
3535	5282	3063	Is there a live person there to answer my question?	when can i get the answer of my question	0
3537	3443	5284	I need your help...	I need your help with my purchase	1
3539	1620	4882	i have a appeal in process	I have a problem.	0
3541	5286	5287	manage my shopping cart	Why my shopping cart is empty?	0
3543	5290	4748	How to find the item ship from USA in the store	how to delete a store from favorite store?	0
3545	5292	2762	Why my order is not moving ahead	Why my order is cancelled?	0
3547	1404	5294	how to use paypal	Can I use PayPal to pay as I do not have a credit card	1
3549	5296	5297	When will refund be done?	When will I receive refund?	1
3551	5300	5301	i do not agree with dispute result	I think the claim result is unfair.	1
3553	1456	1474	i can't buy my order	I don't know.	0
3555	5304	5305	you have other mode to pay. no card	Is it possible to pay with a DEBIT card?	0
3557	5308	5309	wait... let me show u a snapshot...	can u help me?	0
3559	755	3091	May I ask a question?	I just ask a question	1
3561	5311	5312	By one of my ordered products I cannot see the tracking details	how to look the details of the product ordered	0
3563	4690	136	How to delete order?	How to delete cookies?	0
3565	798	5315	not sure what 25cm by 33cm means	which means merchandise awaiting acceptance?	0
3567	3895	5317	how to pay china daily order	How can I ship to China?	0
3569	5319	5320	How to edit profile?	How can I change my profile?	1
3571	5323	5324	want to delete your profile?	How can i delete my profile?	1
3573	5327	5328	i need shipping company	Can I change my shipping company?	0
3575	5331	5332	how to have my answer	How do I delete a comment?	0
3577	5334	1541	how do I cancel dispute	How do I cancel my order?	0
3579	1000	4378	How to exchange points to coupon?	How can I exchange for a different size	0
3581	4010	5336	I have a projector that I bought and came with a defect I tried to open a dispute and the website suggested that I negotiate with the store, I tried to negotiate, the store promised to send another projector, I did my part I resent and I did not receive th	I have 2 expired coupons. Whenever I tried using them, it did not go through	0
3583	1864	5338	the time is over. The seller does not return and does not refund the money!	How long does it take your dispute center to return my money?	0
3585	5340	5341	Please check the history on this site	can I delete the transaction history	0
3587	343	5344	unable to find the address	Sorry, you are unable to participate in this promotion	0
3589	5346	5347	how do i contact your seller	How can I contact with seller via email?	0
3591	3587	5350	how can i remove order received from my order list	How can i clear completed orders from My order list	1
3593	3166	5352	I received a refund but not total why?	How old is Jack Ma?	0
3595	2467	1207	how to edit contact	How do I edit the escalated dispute?	0
3597	5354	5355	I placed an order with one seller and paid, but they did not have the item pictured, I then cancelled the order and found another seller with the item, but will not take my card on file	I paid for an order but then it was cancelled. Seller has not refunded money.	0
3599	5358	5359	please help already 20 days is done but payment not get	Why the order has been canceled but the payment already done?	0
3601	5362	5363	yes, havea problem	i have problem with my shipping problem	0
3603	5366	5367	I do NOT want to browse the site in Italian language. I WANT TO READ THE ORIGINAL ENGLISH DESCRIPTION for each item!!!!	How do I change the language to English?	1
3605	1690	5370	I need help with my appeal	I need help with my order	0
3607	5372	5373	How do i receive a refund that the seller accepted?	How do I receive the refund if I paid via WebMoney?	0
3609	3184	933	how to chance shipping method?	choose wrong shipping method	1
3611	1366	5376	cancel order after payment when I get refund??	can I get refund after payment has been released	0
3613	5378	5379	payment not processed	Why does it take so long before my payment is processed?	0
3615	4516	3645	i have a credit card appeal	Is there any other way to order, I do not have credit card	0
3617	5382	5383	but I sent you a video!!!!	I have sent my damaged order back to the supplier, can you refund me fully?	0
3619	5386	5387	How can I access my mobile orders on my PC?	How can i delete my Awaiting Payment orders?	0
3621	5390	5391	how to exchange app coins	How do I exchange for another color?	0
3623	5394	5395	where is my product	Where is my product?	1
3625	5398	1855	The only way to pay for the product is with the card?	Is there any other way I can place the order and pay for it using my Credit Card?	0
